Movie Name,Storyline,Rating
5486. Watch Us Kill,A disgraced journalist follows the bloody breadcrumbs of a two sadistic snuff filmmakers.,5.4
5487. Shinmai kisha torokko: Watashi ga yaraneba dare ga yaru!,"Elite Literary Club vs. Unauthorized Newspaper Club. At a prestigious high school, a rookie student reporter gets caught up in a spy game in this coming-of-age entertainment.",6.2
5488. B4S: Truoc Gio Yeu,"Before they can have sex, three couples must survive a night of unexpected and awkward adventures that force them to re-examine their views on love and intimacy.",5.4
5489. Podrostki. Pervaya lyubov,"Oleg is a high school student who trades petty thefts with his friends. Olga is the daughter of a military man who controls her every move. Lovers cannot be together, because Olga's father believes that she has no future with Oleg. Forbidden love, faith in the best, crazy decisions and their consequences... Will yesterday's students be able to keep their love alive, or is this just one of the life stages that they will have to overcome on the way to adulthood?",5.7
5490. Una jirafa en el balcón,"Lidia was able to escape to Spain from the oppressive Argentina dictatorship while pregnant with her sole child, Valeria. 36 years later, she is being summoned by Argentina's justice system to testify in the case that ended in her exile.",5.4
5491. Agrinai,Three most wanted killers have managed to escape from a secret experiment lab and they start to kill the villagers.,7.9
5492. Sube a mi Nube,"Based on the real-life story of a highly successful Saturday morning show, its main host, her fame, love and loneliness.",6.0
5493. Baskan,A comedic tale of a townspeople trying to replace their mayor.,5.7
5494. Campfire Dead by Dawn,Campfire dead by dawn is an Adaptation based on Devon Commons short story that tells a story of six friends that goes on a deadly camp trip in the dark woods.,2.8
5495. Wilfred Buck,"An elderly member of the indigenous Cree people of Canada is our spiritual guide in a film that, like its charismatic protagonist, moves between past and present, and between Earth and the stars, to overcome the ghosts of colonisation.",7.4
5496. Shanghai Story,A failed product copywriter with an alcohol dependency crosses paths with a mysterious stranger on a personal mission and together they embark on an unforgettable adventure across the neon-lit Shanghai.,7.9
5497. Qaid: No Wayyy Out,Jigar moves to London to live his life on his terms but destiny leads him into a trap with no way out.,7.3
5498. A Dangerous Prey,"Keisha flees urban gentrification for a fresh start, only to be targeted by racists in her new home. She fights to survive as she turns the tables on her predators in a battle for survival as she herself becomes a dangerous prey.",6.6
5499. De Dans van Natasja,"NATASHA'S Dance tells the tragicomic love story of the unworldly Daantje and the Russian Natasha, a woman who is socially isolated and scarred by life. It is an impossible love between two seemingly incompatible characters coming from two completely different backgrounds. A lighthearted mosaic of events illustrates their fatal connection, their final 'homecoming' and the sense and senselessness of life.",6.6
5500. Typisch Emil,"Celebrated comedian, graphic artist and director Emil recalls the phases of his illustrious career and private life including the downside of popularity and his decision to quit performing and explore new creative realms in New York City.",7.8
5501. Bana Beni Anlat,N/A,5.8
5502. Kuttante Shinigami,Kuttan lives in Thingalur village. His family struggles impact his life.,5.1
5503. Teach Her,"A business student required to study Shakespeare lives out ""Hamlet"" without knowing it.",3.2
5504. Goldilocks and the Two Bears,"Follows Ingrid, Ian and Ivy, three unique strangers who find each other in an uninhabited condominium. They discover they actually have a lot in common, and start wondering whether they might be each other's salvation.",5.1
5505. Bhairadevi,N/A,8.4
5506. Elevation,The coach and his trainee are on the edge of the ski jump during the intense period of preparation for a new height.,8.8
5507. He Loves Me Not,"An aspiring actress chosen as a wild card for a reality TV dating show uses a secret elixir to win the heart of the star, but when her deception is revealed, she discovers a messy but real chance for love.",6.5
5508. The Beast Inside,"When no one believes her, a woman possessed by a demonic entity is forced to perform an exorcism on herself.",5.3
5509. Takedown,A troubled teen struggles to balance between life in wrestling and his love for the arts.,3.4
5510. Chameleon,"Knoll Ashby, a loner realtor, seeks escape from his mundane life. His desperate need for something new spirals him down an unimaginable dark path.",5.5
5511. Petra Kelly - Act Now!,"Petra Kelly believed that a single person could change the world - and lived by this conviction uncompromisingly. In the 1980s, she became an icon of the peace and environmental movements, driving protests against nuclear power and nuclear missiles and demanding a radical societal transformation: a non-aligned world without weapons, peace with nature. Politically socialized in the USA, shaped by Vietnam War protests, the Civil Rights Movement, and civil disobedience, she was elected to the Bundestag for the Green Party in 1983. She supported the East German civil rights movement, opposed Honecker - and met a tragic end at the age of only 44: shot by her partner, Gert Bastian. Using rare archival footage and interviews with those who knew her, the film paints a portrait of a sensitive, unwavering woman.",7.5
5512. Blum - Gospodari svoje buducnosti,"After World War II, in the devastated, rural Bosnia and Herzegovina, entrepreneur Emerik Blum created a large and successful company ""Energoinvest"" that operated worldwide with billions of dollars in profit. Taking advantage of the specific position of Yugoslavia, which did not belong to either the Eastern or Western political blocs, the company - relying on socialism and capitalism - operated according to a unique business model based on worker participation in management and profit. Emerik Blum turned a small studio into a business giant by operating according to a self-management model in which all employed workers decide on all matters concerning their company. This film shows us the successful application of this, the most democratic model of management, which is still unknown to the general public.",8.1
5513. Best Man Dead Man,A bachelor party in the middle of nowhere quickly turns into a night of murder and mystery when the best man ends up with a knife in his head. Everyone is a suspect and only an eccentric private eye in town can solve the mystery.,6.1
5514. Tratado de invisibilidad,The documentary portraits the life and experiences of women that clean public spaces in Mexico City.,7.7
5515. Ink Wash,"A painter approaching her 40th birthday navigates a breakup. An intense work assignment provides perspective on her personal life, reminding her the path forward requires perseverance.",6.6
5516. Bury Him,"After his controversial acquittal for murder, Michael Kenny must lay low. This becomes difficult after accidentally killing a man with his car.",5.1
5517. Tumbadores,N/A,5.5
5518. 200KG Vampire,"The residents of Kampung Terbalik become victims of attacks by Pontianak Melati and Pontianak Mewangi, who are constantly hungry. The situation becomes even more chaotic when the villagers mistakenly believe that they are blood-sucking pontianaks, causing many villagers to fall into comas.",4.2
5519. Letters to Stephanie,A woman's granddaughter is placed for adoption. Her only hope of seeing her grandchild again is to put clues to her birth family's identity in the sealed adoption file the child can have access to when she reaches legal age.,6.9
5520. Jinn Chapter 1,"Farhan confronts a terrifying battle against a malevolent Jinn and his own schizophrenia in a desperate bid to save his wife, Nida.",7.6
5521. Raghuveer,An important saint among them is Samarth Ramdas Swami. The social work done by him is equally important for today's generation. His journey gradually unfolds in Raghuveer cinema. And we unknowingly bow before a great person.,8.8
5522. A Brothers Bond,"Tom and Danny, brothers, get entangled in the criminal underworld. They face dangers, self-discovery, and struggle with the path they've chosen, leading to consequences from their involvement in crime and inability to turn back.",4.5
5523. Isang himala,"Elsa, a simple woman from a rural barrio, becomes a beacon of hope and controversy when, after hearing a divine calling during an eclipse, she is believed to have the power to heal, transforming her village into a pilgrimage site and challenging the faith, relationships, and beliefs of everyone around her.",6.6
5524. Denzel Washington: American Icon,Biopic on Denzel Washington. A. I. Narration. Only 4 testimonials. Thats not including him. Its sad that he hasn't written a biography.,6.5
5525. Satu - Year of the Rabbit,"When a bomb endangers the Pha Tang temple, 'Satu' an orphan child laborer decides to head north through the rich and feral landscape of Laos in search of his long lost mother with his new photojournalist friend 'Bo'.",9.0
5526. Killerwood,"Titos, a young director, is preparing his new film - a thriller investigating a series of unsolved murders in modern-day Athens. Could these killings be the work of a serial killer? Is it only fiction?",6.6
5527. A Fantastic Relationship,"After a nasty break up, Brian and Katie have to pretend they're still in a relationship in order to impress a family member at a dinner party.",6.6
"5528. It's Me, Billy Chapter 2","Jess is Alive. Hidden deep within the walls of Jess Bradford's mansion lies the evidence that will exonerate her former boyfriend Peter Smythe and expose the real 1974 Bedford killers. Picking up immediately where chapter 1 ended, Sam and her grandmother, now trapped and alone, must fight back against the clutches of Christmas evil before they're swallowed by its darkness. It's Me, Billy Chapter 2 is a not-for-profit fan and tribute film and sequel to the 2021 film It's Me, Billy: A Black Christmas Fan Film.",6.2
5529. Once Upon a Time in Amityville,The origins of the Amityville legend are explored in an old settlement town.,3.5
5530. Blue Rodeo: Lost Together,"A feature documentary about one of Canada's most beloved bands whose songs are like lifelong friends, having seeped into every stage of our lives. Theirs is a tale of determination, success and 40 years of enduring friendships.",8.2
5531. Konjam Pesinaal Yenna,"Sanjana's feelings for her childhood crush Ajay reawaken through virtual interactions. They bond over phone calls during lockdown, forming a connection without traditional labels, but face hurdles in recognizing their emotions.",7.0
5532. Piril: Sayilarin Gizemi,N/A,8.7
5533. Sleep #2,A fallen flower Returning to the branch? It was a butterfly. (Moritake),5.0
5534. Red Ollero: Mabuhay Is a Lie,"Filipino comedian Red Ollero takes to the stage to joke about fast food, awkward sex and the trouble with being not-quite-famous.",4.7
5535. MA - Cry of Silence,"Mi-Thet, a garment factory worker in Yangon, faces wage issues. Nyein-Nyein leads female workers to organize a strike. Initially reluctant due to past trauma, Mi-Thet eventually joins the strike after an emergency arises.",6.9
5536. The Stormtrooper Scandal,"A gripping tale of ambition, greed, and speculation in the digital art world, where a get-rich-quick scheme spirals out of control, told through the perspectives of those caught in the drama.",6.0
5537. Bitva pap,"Lovers Kostya and Masha decide to get married. But immediately problems arise with relatives. Kostya's father is a retired military man, a strong-willed Russian man who plans to rent the House of Officers for a family celebration, invite all his relatives up to the fifth generation and celebrate according to the traditions of a Russian feast.",6.5
5538. Days of Géants 3: Dani Divova 3,N/A,9.6
5539. Uno,"Esmeralda seeks truth about her family's tragedy in La Alameda, a Colombian mining town. With farmer Joaquín's help, she traces her late husband's steps, uncovering sinister secrets, betrayal, and a ruthless fight for gold and power.",6.5
5540. To the Journey: Looking Back at Star Trek: Voyager,The documentary explores the legacy of Star Trek: Voyager (1995).,7.4
5541. Seoulmeyt,A Filipina K-drama fan meets the man of her dreams but things take a turn as she discovers the truth behind his pretend personality.,4.5
5542. Midwinter,"A burgeoning music writer spends a romantic weekend on an assignment with a queer indie artist she admires. Meanwhile, her older sister deals with the complexities of motherhood, an expanding marriage, and a slow but ferocious illness.",6.5
5543. Pasar Setan,"Mysteries are often associated with the Devil's Market, including stories of people disappearing after visiting the place or having horror experiences in its surroundings.",6.8
5544. Hunter of the Night,"When 5 friends accidentally stumble upon a man with a deranged PROMISE, they start to realize this college get away is a deadly trap. Is a rescue, really a rescue, if the PROMISE isn't kept. Be Frightened.",4.8
5545. 7 Keys,"Daniel has kept the keys to the places he's lived in. Lena wants to use them - on the ultimate tour of London, a weekend of getting to know each other intimately in other people's homes. This risky fantasy soon becomes a deadly threat.",5.8
5546. A Want in Her,"Myrid searches for her missing mother in Ireland, facing family disputes over property, life-threatening secrets; her journey explores love's influence and struggle for freedom.",7.4
5547. The Supernatural Sweet Shop: The Movie,"Zenitendo is a mysterious candy store that only lucky people can reach. All the candy recommended by the owner of the store, is perfectly suited to the buyer's troubles. However, the candy might bring happiness or misfortune.",6.6
5548. Cement Shoes,"At a desert motel, delusional gangster Luigi and wife Holly evade bodyguards to celebrate their anniversary, but secrets unfold in a darkly comedic caper inspired by classic cinema.",7.0
5549. Once Upon a Time in Kochi,Focuses on people who come out at night and get involved in wrongdoing.,7.0
5550. Jurassic Exorcist,An evil cult leader combines his evil with a prehistoric dinosaur to seek revenge on the community that destroyed his flock.,3.0
5551. Quasi a casa,"Young aspiring musician Caterina grapples with insecurity until a fateful summer encounter with her idol, French singer Mia, sparks a complex relationship guiding her journey to self-discovery.",6.2
5552. Ella,"A Nine Year Old Girl Goes Missing From Her Home, She Crosses Paths With The Cops, Criminals And The Mystics While Trying To Save Her Animal Friend.",9.0
5553. Hellbent on Boogie,"Alan returns to his hometown and finds his autistic sister Quinn being sheltered by their overbearing mother. Determined to help her pursue her dream of becoming a dancer, Alan hatches a plan for them to run away together.",6.0
5554. Der Fleck,"Simon and Marie, pulled from their lethargic group by an unexpected incident, escape into a nearby enchanted riverside forest, entering a timeless realm away from the pointless chatter.",5.9
5555. Fuchsia Libre,"A secretly gay, ""dude, chong, pare, bro"" ends up becoming the crowd favorite of an underground wrestling circuit because of his costume and moniker. Can his underground success help him to be loved by his father?",5.0
5556. Nanak Naam Jahaz Hai,"Nanak Naam Jahaz Hai is a family drama centered on Mukesh Rishi, a successful entrepreneur and staunch atheist, and his wife, Dolly Minhas, who is deeply religious. Their contrasting beliefs create a household where love is abundant but often strained by their differences. Their children, played by Gavie Chahal and Aman Dhaliwal, navigate these dynamics while dealing with their own personal journeys. Gavie's romantic interest is portrayed by Drishti Grewal. The plot intensifies with the involvement of Vindu Dara Singh, a family friend who predicts that Mukesh will eventually witness the transformative power of faith. Mukesh's skepticism is put to the test as a series of unexpected events challenge his atheism. The family's troubles are compounded by Sardar Sohi, an antagonist with a personal vendetta against Mukesh. Sohi's son, played by Yuvraj Aulakh, assists in his father's sinister schemes, further threatening the family's stability. Sohi has kept secret of a trump-card from his sinister conspiracy, which is revealed at the very end of the movie. As Mukesh faces mounting trials and tribulations, he embarks on a journey of self-discovery. The film chronicles his transformation from a non-believer to someone who begins to understand the strength and resilience that faith can offer, particularly in times of adversity. The ensemble cast includes Yamini Malhotra, Bhawna Sharma, Daisy Grewal, Ratan Aulakh, etc.",9.7
5557. Beyaz Zenciler: Yapim Asamasi,N/A,9.1
5558. Biz Ayrilamayiz,"Metin and Hande got married after a long period of dating, but they divorced after a while. One day, the mother of the two surprises them and comes to their house. Since Hande's mother, Leman, has heart disease, Hande and Metin did not tell their families that they were divorced.",5.1
5559. Obe dve,"A daring 14-year-old Glasha lives with her grandmother in Shuya and dreams of becoming a director. After the death of her grandmother, her older authoritarian aunt should take custody of the girl. However, the freedom-loving Glasha runs away from her to Moscow, to her younger aunt. By the will of circumstances, they go on a joint journey together, which will eventually change both of them.",5.0
5560. Mother Mafia,A family run by their mafia mother will show her dark desires.,3.3
5561. Lgunya,"The life of 17-year-old Eva is boring and uninteresting, she feels invisible. But everything changes when she accuses a former famous singer of sexual harassment and turns into a national heroine - ""a girl who was not afraid to tell the truth.""",5.8
5562. Harder Than the Rock,"Explores the overlooked impact and influence of the UK's first reggae band, Cimarons, as they persevere against all odds and follow their dream of playing to live audiences, one last time.",6.8
5563. The Legacy of Mahaveer,Depicts how the whistleblower Vardhamn Suri carried forward the legacy of Bhagvan Mahaveer.,6.8
5564. Las,"Asia, Marek and their children created a paradise in the oldest forest of Europe, far away from the problems of today's world. One day, their lives are put to a severe test in the face of the growing humanitarian crisis on the EU border.",6.0
5565. La zona vacía,"Luis is an astrophysicist with a seemingly normal life with his partner, who sees his reality shaken by the arrival of his new neighbors and his daughter Iris.",7.3
5566. Ippadiku Kadhal,"Two depressed souls from different regions who come together and find a connection. Their sadness starts to fade away as they spend time together, bringing happiness into their lives.",4.9
5567. Meet the Roman Emperor with Mary Beard,"Delving into the imperial past, the story uncovers the hidden world of Roman emperors through her interpretations of ancient inscriptions and artifacts across iconic sites.",7.7
5568. Head Like a Hole,"In financial dire straits, a man accepts a strange, high-paying job where he must take up residence in a home and measure a hole in the wall of the basement to determine whether or not it's growing in size.",4.9
5569. A Night in 2005,"What started out as a fun night at a prom after-party in 2005, quickly turns into Ife's worst nightmare. She carries a dark secret from that night into adulthood that continues to plague her everyday life.",4.2
5570. Vara küps,Learn about the current state of Estonian forests and how political decisions have affected the use of this common property. Is it still possible to move out of the deadlock of the debate and focus on the information that has been lost in noise of the forest war?,7.3
5571. Dooba Dooba,In-home security cameras watch as an awkward sixteen year old girl terrorizes her well meaning babysitter.,6.2
5572. The Reflected Self,"Dion awakes in a different reality. His existence is thrown into uncertainty as he begins to transcend between a real and projected world within his own mind, a projection that was created to mask the events of his traumatic past.",6.0
5573. Divine Remedy,"The story of a group of Icelandic priests sent on a mission to find quality sacramental wine, only to miss a series of miraculous events, including the Second Coming of Christ.",5.8
5574. O Melhor dos Mundos,"Lisbon, 2027. Marta and Miguel are both researchers that are part of a scientific group and a couple in their private lives. Their relationship will be put to the test on one decisive night when the parameters that Marta is analyzing point to the very high probability of a major earthquake hitting Lisbon. The group splits, debating whether or not to warn the population of the possible impending tragedy.",6.4
5575. Journey of Love,"Fathia, forced into marriage, marries Satya but secretly yearns for Raehan, an ordinary man who brings love into her life.",8.0
5576. Lula Leblanc,"26th of September 1999. Alekos is dead. His teenage granddaughter, Margarita, refuses to attend his funeral and takes advantage of her parents' absence to throw a small party at home. Three days earlier, unaware that this would be his last night, Alekos attends a reunion of old friends to celebrate the birthday of Lula, his first love, who now suffers from dementia.",6.0
5577. Jaaiye Aap Kahan Jaayenge,"Two couples navigate modern relationships while a woman pioneers installing public toilets for females across rural India, breaking taboos.",8.8
5578. Space Cowboy,"Joe Jennings, a pioneer of skydiving cinematography, looks back on creating iconic moments in film and television, while he tries to turn a dreamlike vision into reality.",8.9
5579. Hope,"A family loses a child, but Faith keeps them together. The daughter Hope comes back to be with the family to help them get through the transition of losing her, but only her sister can see her, and talk to her. It's a Christian film.",4.3
5580. Home is the Ocean,"What if you could live your dream and sail the world while saving it at the same time? For a Swiss family of 8, this is not just a mere fantasy, but reality. 20 years ago, the parents set sail to raise awareness about climate change, conduct field-based research in the world's most remote regions and inspire youth to save our planet. The filmmaker accompanied the family for seven years and documented against the backdrop of breathtaking landscapes how the Schwörer's, with six children in tow, are challenging conventional norms of education, home, safety, and relationships. Until a storm forces them to rethink their life choices and family set-up.",8.0
5581. God with Three Eyes,A disgraced deity must regain his mystical powers on Earth to defeat a rebellious dragon and earn his place back in the celestial realm.,5.4
5582. Stinky Summer,Join Olivia and friends plus a lovable skunk at Camp Clover as they outsmart international spies from stealing her dad's secret invention in a wild summer adventure.,5.1
5583. Di Renjie: Duo Ming Yao Seng,N/A,6.8
5584. Madame Luna,"An Eritrean refugee hides her identity as the notorious human trafficker, ""Madame Luna"". When she is forced to stay in Italy on her way to freedom, she experiences the same hardships endured by the people she exploited.",6.5
5585. Daemon Mind,A neuroscientist creates a device which frees her inner Daemon allowing her to seek a terrible vengeance upon her enemies,3.5
5586. Soldiers of Song,"Ukrainian musicians cope with the Russian invasion through their art, showcasing creativity and resilience through adversity while offering a vision of music's power during war.",9.2
5587. Toxic Daughter,"Life is good for Hagino. She has moved into a new house with her daughter Moeka and her husband Atsuhiro. But everything goes wrong when one day, she receives a call from Moeka, who, terrified, begs her to return to the house.",5.2
"5588. Silex and the City, le film","Explores the adventure of Dotcom family consisting hunting professor Blog, Geography teacher Spam and their rebellious children as they enter on a exciting time-travel spree into the future.",4.8
5589. Miss PJ,A young lady on a National Youth Service assignment becomes the saviour of a little town at the mercy of a mysterious killer.,5.1
5590. Love Over Money,"Love Over Money tells the incredible true story of John Robbins, heir apparent to the Baskin-Robbins ice cream empire, who turns down a billion-dollar inheritance from his father to follow his own truth.",8.1
5591. Blindgänger,N/A,6.8
5592. Bungalow Section 12,"After a group of teenagers go missing in a bungalow, it becomes a popular site for paranormal enthusiasts to visit. When professional paranormal hunters enter the area, they manage to find a survivor from the teenage group. Fahmi is found with his face covered in blood and immediately sent to a psychologist, who coaxes the horrific story of how his friends died out of him.",2.5
5593. Sucho,Two neighboring clans and two different approaches to life. What happens when the strained relationship of two domineering fathers interferes with the love of their own children?,6.5
5594. Buzzy Noise,"Apartment building manager by day and electronic music composer by night, Kiyosumi enjoys his ""clean and simple"" existence free from relationships and distractions. He only needs his music, or so he thinks. One day, he gets an unexpected admirer as a distressed female neighbor destroys both his room's window and his solitude.",6.0
5595. Hellvira's Haunted Asylum of Horror,"A glamorous horror hostess leads a late-night TV show with her crew of monsters and misfits, delivering spooky entertainment with dark humor and supernatural flair.",4.1
5596. This Is Ballroom,"In Rio de Janeiro City and its outskirts, LGBTQ+ youth of color recreates Ballroom culture on their own terms. A portrait of the dramas, the voguing performances, and the art of shade, 50 years after its inception in New York.",7.3
5597. Home Tour - A Bachelor Party,"Harshat and his gang plan to enjoy the bachelor weekend with the only married guy of his gang Siddhu in Siddhu's Home when his wife and daughter are out of state. Two days of this friend enjoying, drinking and cooking. How these torture VJ SIddhu and how he tackle them?",9.4
5598. A Glimpse of Forever,N/A,4.2
5599. Love God's Will,"After graduating as a petroleum engineer, Ryan felt God was calling him to the priesthood. A year before his ordination, he was diagnosed with cancer, and his desire became not only to DO God's will, but to LOVE God's will.",9.5
5600. The Mystery of Humanoid Puppet,"After a bizarre fire in the Luoyang Palace, a series of unsolved cases emerged, including the incredible puppetry, the thousand-year-old frozen Kunlun sacred tree, the horrifying bloodthirsty murders, and Wu Zetian's mysterious Plum Blossom Shadow Guards. Let's see how Di Renjie unravels the hidden and shocking conspiracy.",6.7
5601. YA - medved,"The Kovalev family is going through hard times: dad, a former captain of the local Taiga hockey club, cannot recover from a serious injury, and mom has to cope with the role of the head of the family. Daughter in the midst of a crisis of transitional age, the youngest son has no friends. And when a boy brings into the house a tiny bear cub that has strayed from a bear on the outskirts of the city, their world begins to burst at the seams.",4.9
5602. Day of the Clones,"When homicidal clones take over the world, a guilt-ridden scientist tries to protect a group of humans in an isolated farmhouse. But the child growing in his girlfriend's womb might just spell the end for mankind.",3.7
5603. Once Upon a Time in HKDSE,"How challenging is the Hong Kong university entrance exam? Is failing it the end of the world? Popular Youtube Channel ""Trial and Error"" spent 8 months documenting the journey of Hong, an exam candidate that doesn't give much thought to his future. With the help offer by the team, will Hong be able to make up for the lost time and secure a spot in university?",7.5
5604. Tikri Farai,"Arn, Dave, Kuisis, and Robert, Aro officers, face a tragic robbery and must decide whether to abandon their mission or continue, fearing confrontation with the real police.",6.2
5605. A Good Man 2,"Trying to start a better life, a man after leaving a trail of his past finds a woman that's no better than the last one he left and pays the ultimate price",6.5
5606. Godless,"After signing a progressive bill into law, a Catholic governor with hopes of the presidency is excommunicated by the church.",7.5
5607. Any Day Now,"To stage a masterpiece of a heist, you need time, friends, and balls. Steve has two of the three.",6.4
5608. Bloody Mary,"Two witches' Blood Moon ritual requires a male sacrifice, but tonight's chosen one disrupts their plans. As they face unexpected dangers and personal demons, their bond proves more powerful than magic.",3.4
5609. Max und die wilde 7: Die Geister-Oma,"Max isn't popular at school and is often teased for living with his mother in a retirement home. He not only has a close friendship with the seniors there, but they assist in finding out who is responsible for the haunting in the castle.",6.0
5610. Bandidos - Ein Leben zwischen Freiheit und Gesetz,"The first documentary about the BANDIDOS MC with real interviews with all the leaders of this MC. BANDIDOS are with the HELLS ANGELS the biggest motorcycle club in the world. The docu follows the club for over 4 years around and during that time was a trial against them for building of a criminal empire, weapon dealings and murder.",5.6
5611. Satisfied,Renée Elise Goldsberry's journey navigating motherhood and her role in the groundbreaking musical Hamilton.,7.4
5612. Güzel Bir Rüya,"In the summer of 2005, two children living in a small town embark on a difficult journey from Samsun/Ladik to Istanbul to reach the movie star Meryem, whom Alper falls in love with.",4.9
5613. Seni Memahami Kekasih,"Agus, who is described as an intelligent, agile and tough man, whose behavior is effective in winning the heart of his partner, Kalis. The love story of Agus and Kalis during their courtship will be full of twists and turns.",8.1
"5614. François Truffaut, le scénario de ma vie","Shortly before he died, François Truffaut had begun to share the story of his youth with his old friend Claude de Givray. Time was running out, however, and he never finished this work. This film reveals one part of this last narration.",7.0
5615. Blood Mountain Massacre,"The Blood Mountain Massacre follows an ambitious all-girl punk band on tour, stalked by an escaped psychopath.",4.9
5616. Sugar Island,The story of a pregnant 14-year-old girl living in a Dominican sugar plantation.,7.1
5617. My Red Comrade,"Girl escaped from the police under thundering rainy night hidden in old man house spark a conversation on their past, revolutionary traits with sharing ideologies in arts, culture, feminism and revolution.",8.1
5618. Maven,"MAVEN is a 2024 Indian Hindi language Indie psychological drama film directed by Rohit Das, starring Himangshu Shil. Story of a struggling artist, who get shaped by the society over the time and how he tackles them through his condition.",9.0
5619. We Forgot to Break Up,A band of misfits ditches their small town to chase their dreams as indie rock gods in the big city.,6.4
5620. Deadly Culture: Species X,"A virus takes over a small town, and the inhabitants become obsessed zombies.",3.0
5621. American Terror Tales 3,Seven new tales of terror from the Heartland will rip your heart out.,2.4
5622. Himeul nael sigan,A trio of retired K-pop idols set out for Jeju to discover the island-and themselves-for the first time.,6.9
5623. Tom Dustin: Portrait of a Comedian,"Follows comedian Tom Dustin in Key West, featuring stand-up performances and his friendship with Joe List, while exploring depression and alcohol through comedy and storytelling.",6.8
5624. Marmaille,N/A,6.5
5625. Happy Ending,"A 14 year old boy gets cursed by a Godman because of a misunderstanding. When he grows up, his life changes again when he meets a girl.",7.4
5626. IVE: The 1st World Tour in Cinema,"K-pop sensation IVE brings their first world tour ""SHOW WHAT I HAVE"" to theaters. Seoul encore featuring hit performances, member interviews, and backstage moments from their global journey.",7.3
5627. Dark Forest,N/A,6.7
5628. Tiny Lights,Six-year-old Amálka is shut out of a family argument. She spends an idyllic afternoon at the lake with her grandparents and later learns the fuss was about her mother's plan to break away and live as an artist in Prague.,6.4
5629. The Impact: Groundbreaking Documentary,"Students of Nazi anticultist Walter Künneth have revived his methodology. Centered in Russia's RACIRS, their influence spreads across Western democracies, covertly fueling hatred and division.",8.0
5630. Muroi Shinji: Yaburezaru Mono,"After quitting his job as a police officer, Shinji Muroi settles into a peaceful countryside life with two young boys. However, with the arrival of a mysterious girl, a dead body which presumably murdered, is also been discovered.",5.7
5631. Niepewnosc. Zakochany Mickiewicz,"A holiday journey leads the 22-year-old poet to an idyllic manor near Nowogródek. Tomasz Zan, Adam's friend from the Filomats association, is often here, unhappily in love with Maryla, the owner's daughter. Marilla remains impervious to Zan's advances, but quickly takes notice of the new arrival. Adam reciprocates the interest but tries to hold back for the sake of a friend. The feeling between the young people grows every moment. When Zan is forced to leave, it seems that the obstacles standing in the way of fulfilled love have been overcome, and the happy poet's notebook is filled with more poems.",3.8
5632. Madame Durocher,"Follows the life and career of Madame Durocher, first woman to be accepted in the Brazilian Medical Academy.",6.8
5633. X Trillion,"14 Women. 3000 Nautical Miles. X Trillion Pieces of Plastic. Adventure, discovery, science and solidarity.",6.6
5634. Brain Tumor,Routine brain surgery makes a terrifying turn when a tumor goes rogue and takes on a life of its own. It runs amok in search of its next meal.,3.9
5635. Drame Aale,"A theatre troupe from Punjab visit London to put on a show, where their host falls in love with an actor's family member.",6.9
5636. Paradise Falls: A Christmas Story,A young New Yorker finds herself caught between her longing to honor her late mother's love for Christmas and her grandpa's deep-seated aversion to embrace the holiday spirit when she returns to her family's house after many years away.,9.4
5637. Salvajes,"The story follows Sonia and Arturo, who live in a safe-looking yet too big and secluded house. One night, three armed men raid the place. After violently subduing them and locking them in a bathroom, the criminals leave. Arturo manages to escape and catches the youngest and most inexperienced of them, deciding to kidnap him to ""discipline"" him in the basement of the house. As the rage dissipates, strange family ties that Arturo and Sonia thought were extinct emerge. A violent portrait of a divided society, in an unequal social framework where the boundaries between victim and victimizer become blurred.",5.6
5638. Larry Dean: Fudnut,N/A,7.2
5639. Sacred Soil: The Piney Woods School Story,Focuses on today's students at an historic Black boarding school in Mississippi founded by a Black educator in 1909.,6.1
5640. Christmas at Xander Point,"Five days before Christmas, a seaside town debates demolishing its lighthouse. On Christmas Eve, the mayor's son goes missing at sea, prompting a lighthouse-centered search and rescue.",6.1
5641. Slightly New,"Stuck in a dead-end sales job at a shady dealership, Brandon and Leo were always destined for mediocrity.",6.4
5642. Wrong Places,"An author goes on a jogging trail for inspiration, but along with a backpacker he finds there is true evil hiding in the trees. A father and son combo begin to stalk the author and the backpacker.",1.9
5643. The Last Five Days: The Freak Building,"Chuck and Greg's father works as a security guard for a company that is closing down in December 1996. On his final shift, he sets out to record any paranormal activity he encounters during the night.",3.6
5644. La machine à écrire et autres sources de tracas,"The final installment of the triptych initiated by Nicolas Philibert with On the Adamant (Golden Bear at the 2023 Berlin Film Festival) and followed by At Averroes and Rosa Parks - and likely the most intimate and moving of the three - continues its deep dive into the psychiatric center of Paris. This time, the filmmaker follows resourceful caregivers as they assist patients suddenly faced with a domestic issue - a broken appliance. Behind the camera, while remaining very present, Philibert allows events to unfold naturally, as he skillfully does. Through all these objects that are repaired, it is ultimately the people and their souls that are healed. The volunteers pay attention with respect, patience, and genuine interest in everyone's stories, needs, and worries. And they are filmed with similar care and attention. The film offers time and space for meandering conversations, internal monologues spoken out loud, unexpected guests, musical interludes, and long silences. A warm portrait and plea for compassion.",6.8
5645. East of Noon,"A fable about musician Abdo, who rebels against his elders, seeking freedom through his art in a confined world outside of time.",6.7
